transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
1-11-2005-1654,11,1,مبايعات,Sales,بيع,Sell,13/07/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,6000000,4305.55,null,null,1,1,0
2-13-2002-251,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,01/04/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,617087,885.64,null,null,1,1,0
1-11-2009-700,11,1,مبايعات,Sales,بيع,Sell,14/04/2009,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,743.22,1760000,2368.07,null,null,1,1,0
1-11-1998-74,11,1,مبايعات,Sales,بيع,Sell,26/02/1998,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,217500,312.15,null,null,1,1,0
1-11-2020-4125,11,1,مبايعات,Sales,بيع,Sell,03/06/2020,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,626.07,2300000,3673.71,null,null,1,1,0
2-13-1995-34,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/06/1995,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1338.73,300000,224.09,null,null,1,1,0
2-13-1995-111,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,24/05/1995,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,991363,1067.09,null,null,1,1,0
1-11-2008-4499,11,1,مبايعات,Sales,بيع,Sell,04/08/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,4300000,6171.33,null,null,1,1,0
1-11-2001-503,11,1,مبايعات,Sales,بيع,Sell,21/05/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,1400000,1506.95,null,null,1,1,0
1-11-2002-1202,11,1,مبايعات,Sales,بيع,Sell,22/07/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,495000,710.42,null,null,1,1,0
2-13-2006-518,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,01/05/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,2100000,2260.42,null,null,1,1,0
2-13-1993-32,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20/11/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1574.71,282500,179.4,null,null,1,1,0
2-14-2004-23,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,24/02/2004,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,244,المرقبات,Al Murqabat,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,مول دبي,Dubai Mall,,,0,719.16,12000000,16686.13,null,null,1,1,0
1-11-2011-595,11,1,مبايعات,Sales,بيع,Sell,13/01/2011,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,249,المطينه,Al Muteena,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,334.45,6800000,20331.89,null,null,1,1,0
2-13-2001-760,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,24/09/2001,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,249,المطينه,Al Muteena,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,141.21,860000,6090.22,null,null,1,1,0
2-13-2002-173,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,25/03/2002,4,فيلا,Villa,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,249,المطينه,Al Muteena,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,250.84,500000,1993.3,null,null,1,1,0
1-11-1998-359,11,1,مبايعات,Sales,بيع,Sell,18/05/1998,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,240,بور سعيد,Port Saeed,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو جي جي كو,GGICO Metro Station,مول دبي,Dubai Mall,,,0,1933.13,26010000,13454.86,null,null,3,1,0
2-13-2024-26351,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04/11/2024,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,249,المطينه,Al Muteena,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,641.12,5000000,7798.85,null,null,3,1,0
2-13-1982-3,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22/09/1982,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,249,المطينه,Al Muteena,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,694.17,871500,1255.46,null,null,1,1,0
2-14-2014-65,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,27/01/2014,1,أرض,Land,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,255,رقه البطين,Rega Al Buteen,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,,,0,923.08,25000000,27083.24,null,null,1,1,0
2-14-2017-453,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,08/05/2017,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,255,رقه البطين,Rega Al Buteen,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,,,0,1393.55,92890000,66657.1,null,null,1,1,0
2-13-2001-71,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22/01/2001,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,254,البطين,Al Buteen,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراس,Al Ras Metro Station,مول دبي,Dubai Mall,,,0,204.11,10000000,48993.19,null,null,1,1,0
1-11-2006-300102,11,1,مبايعات,Sales,بيع,Sell,02/08/2006,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,15.41,1370800,88955.22,null,null,1,1,0
1-11-2001-276,11,1,مبايعات,Sales,بيع,Sell,26/03/2001,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,160.54,7000000,43602.84,null,null,1,1,0
1-11-2005-1089,11,1,مبايعات,Sales,بيع,Sell,25/04/2005,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,268.3,2420000,9019.75,null,null,7,1,0
1-11-2008-1645,11,1,مبايعات,Sales,بيع,Sell,07/04/2008,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,268.3,9800000,36526.28,null,null,1,1,0
1-11-1998-456,11,1,مبايعات,Sales,بيع,Sell,28/05/1998,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,115.29,3102500,26910.4,null,null,3,1,0
1-11-2004-1732,11,1,مبايعات,Sales,بيع,Sell,04/08/2004,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,107.76,700000,6495.92,null,null,7,1,0
3-9-2024-4726,9,3,هبات,Gifts,هبه,Grant,26/08/2024,2,مبنى,Building,null,,,صناعي / تجاري,Industrial / Commercial,1,العقارات القائمة,Existing Properties,247,الخبيصى,Al Khabeesi,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1138.99,6000000,5267.83,null,null,1,1,0
3-9-2022-3555,9,3,هبات,Gifts,هبه,Grant,08/12/2022,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,247,الخبيصى,Al Khabeesi,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,5462.69,58799931,10763.92,null,null,1,1,0
2-13-2008-868,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,08/05/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,750000,538.19,null,null,1,1,0
2-13-2006-564,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,10/05/2006,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,269,الحمريه,Al Hamriya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو برجمان,Burjuman Metro Station,مول دبي,Dubai Mall,,,0,402.18,5150000,12805.21,null,null,1,1,0
1-11-2001-901,11,1,مبايعات,Sales,بيع,Sell,03/09/2001,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,396.42,8700000,21946.42,null,null,1,1,0
1-11-1998-1098,11,1,مبايعات,Sales,بيع,Sell,27/10/1998,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,735000,527.43,null,null,1,1,0
2-13-2004-967,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,12/10/2004,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,240,بور سعيد,Port Saeed,,,null,,,,,مطار دبي الدولي,Dubai International Airport,ديرة سيتي سنتر,Deira City Centre,مول دبي,Dubai Mall,,,0,2733.86,62790000,22967.53,null,null,1,1,0
1-11-2003-295,11,1,مبايعات,Sales,بيع,Sell,10/03/2003,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,2000000,8611.04,null,null,1,1,0
1-11-2015-10002,11,1,مبايعات,Sales,بيع,Sell,18/06/2015,4,فيلا,Villa,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,209,1867000,8933.01,null,null,1,1,0
1-11-2013-36898,11,1,مبايعات,Sales,بيع,Sell,25/11/2013,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,15000000,16145.87,null,null,1,4,0
2-13-2009-1989,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/08/2009,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,289.76,2775030,9576.99,null,null,1,1,0
1-11-2008-5327,11,1,مبايعات,Sales,بيع,Sell,20/10/2008,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,3200000,13777.66,null,null,1,1,0
1-11-2017-7558,11,1,مبايعات,Sales,بيع,Sell,30/05/2017,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,37.16,699946,18836.01,null,null,1,3,0
1-11-2015-6398,11,1,مبايعات,Sales,بيع,Sell,16/04/2015,1,أرض,Land,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,148.18,1500000,10122.82,null,null,1,1,0
1-11-2005-1362,11,1,مبايعات,Sales,بيع,Sell,25/05/2005,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,167.97,1350000,8037.15,null,null,1,1,0
2-13-2008-1826,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,29/07/2008,1,أرض,Land,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,150.5,600000,3986.71,null,null,2,1,0
1-11-1999-501,11,1,مبايعات,Sales,بيع,Sell,02/08/1999,4,فيلا,Villa,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,121.8,480000,3940.89,null,null,1,1,0
1-11-2004-572,11,1,مبايعات,Sales,بيع,Sell,23/03/2004,1,أرض,Land,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,408.77,750000,1834.77,null,null,1,1,0
3-9-2018-1051,9,3,هبات,Gifts,هبه,Grant,29/05/2018,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,2733.39,13239871,4843.75,null,null,1,1,0
1-11-2008-2189,11,1,مبايعات,Sales,بيع,Sell,24/04/2008,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,363.25,2200000,6056.43,null,null,1,1,0
3-9-2004-300085,9,3,هبات,Gifts,هبه,Grant,10/05/2004,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,4495.21,19991111,4447.2,null,null,1,1,0
1-11-2000-300051,11,1,مبايعات,Sales,بيع,Sell,05/07/2000,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,,,,,0,148.32,300000,2022.65,null,null,6,1,0
1-11-2008-353,11,1,مبايعات,Sales,بيع,Sell,28/01/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,274.81,2700000,9824.97,null,null,1,1,0
3-9-2011-358,9,3,هبات,Gifts,هبه,Grant,10/05/2011,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,378,القرهود,Al Garhoud,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو مبنى المطار رقم 1,Airport Terminal 1 Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,3251.61,8750000,2690.97,null,null,11,1,0
1-11-2010-16202,11,1,مبايعات,Sales,بيع,Sell,01/11/2010,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,587.24,2700000,4597.78,null,null,8,1,0
1-11-2000-509,11,1,مبايعات,Sales,بيع,Sell,10/07/2000,4,فيلا,Villa,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,338.63,650000,1919.5,null,null,1,1,0
3-9-2003-300049,9,3,هبات,Gifts,هبه,Grant,21/05/2003,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,,,,,0,38.32,99995,2609.47,null,null,3,4,0
1-11-2012-15816,11,1,مبايعات,Sales,بيع,Sell,03/09/2012,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,147.25,650000,4414.26,null,null,1,1,0
1-11-2014-17248,11,1,مبايعات,Sales,بيع,Sell,07/07/2014,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,92.9,500000,5382.13,null,null,1,1,0
3-9-2012-45,9,3,هبات,Gifts,هبه,Grant,17/01/2012,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,29754,128.11,null,null,4,6,0
1-11-2012-25985,11,1,مبايعات,Sales,بيع,Sell,25/12/2012,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,181.16,925000,5105.98,null,null,1,1,0
2-13-2008-361,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04/03/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,228.54,1500000,6563.4,null,null,1,1,0
1-11-2022-19764,11,1,مبايعات,Sales,بيع,Sell,23/08/2022,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,1810000,7792.99,null,null,25,1,0
2-13-2007-1694,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04/09/2007,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,1500000,6458.28,null,null,1,1,0
1-11-2002-833,11,1,مبايعات,Sales,بيع,Sell,15/05/2002,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,710000,3056.92,null,null,1,1,0
1-11-2003-588,11,1,مبايعات,Sales,بيع,Sell,30/04/2003,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,590000,2540.26,null,null,1,2,0
3-9-2018-3760,9,3,هبات,Gifts,هبه,Grant,10/12/2018,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,7285.27,1767150,242.56,null,null,1,1,0
2-13-1999-1215,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21/07/1999,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1544.79,500000,323.67,null,null,1,1,0
2-13-2006-456,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17/04/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1366.6,600000,439.05,null,null,1,1,0
2-13-2007-570,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,19/04/2007,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,226.03,1500000,6636.29,null,null,1,1,0
1-11-2012-6604,11,1,مبايعات,Sales,بيع,Sell,17/04/2012,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,,,,,0,334.45,900000,2690.99,null,null,1,1,0
